Country,first_seq,last_seq,variant,censure_date,duration,censored,mortality_rate,total_cases,total_deaths,growth_rate
Colombia,2021-08-04,2021-10-21,Delta.ORF1a3059F,2022-04-04,78,True,0.0254618251114214,369.2697178404799,9.402280974598238,1927.217307692308
Ghana,2021-08-07,2021-08-16,Delta.ORF1a3059F,2022-04-07,9,True,0.0083609033371691,38.595419847328245,0.3226925746009715,434.60000000000014
Mali,2021-08-11,2021-08-11,Delta.ORF1a3059F,2022-04-11,0,True,0.0364206793070522,136.39069767441862,4.967441860465116,882.3986197377502
Slovenia,2021-08-13,2021-09-30,Delta.ORF1a3059F,2022-04-13,48,True,0.0155472382432745,21.646485888212503,0.3365430732337207,700.7334693877551
Turkey,2021-08-20,2021-11-11,Delta.ORF1a3059F,2022-04-20,83,True,0.0087418687192173,280.5449897406573,2.4524874701469943,26984.90564948872
Cameroon,2021-08-21,2021-09-25,Delta.ORF1a3059F,2022-04-21,35,True,0.0160161097712318,2120.205673758865,33.95744680851064,89.76576576576578
Poland,2021-08-24,2021-09-10,Delta.ORF1a3059F,2022-04-24,17,True,0.0260720130593415,67.47316367707775,1.759161204543864,320.10423116615067
Chile,2021-08-30,2021-11-13,Delta.ORF1a3059F,2022-04-30,75,True,0.0220168147178673,5010.461330732878,110.31439876978472,1055.5852494873543
Gabon,2021-09-03,2021-09-30,Delta.ORF1a3059F,2022-05-04,27,True,0.0061681313215055,474.8818897637796,2.9291338582677167,154.92337164750958
Greece,2021-09-06,2021-11-02,Delta.ORF1a3059F,2022-05-07,57,True,0.0212737474004275,77.71115734827572,1.6532075316221004,2476.7046971607856
Peru,2021-09-08,2021-10-18,Delta.ORF1a3059F,2022-05-09,40,True,0.0912538189441543,793.9617095594293,72.45203809272745,828.142160278746
Jordan,2021-09-11,2021-09-11,Delta.ORF1a3059F,2022-05-12,0,True,0.0130655622993206,410.60213958227206,5.364747834946511,882.3986197377502
Suriname,2021-09-29,2021-09-29,Delta.ORF1a3059F,2022-05-30,0,True,0.0212221444264709,12.9962347034829,0.2758079698776278,882.3986197377502
Mauritius,2021-10-01,2021-10-01,Delta.ORF1a3059F,2022-06-01,0,True,0.0057048681541582,10.805479452054794,0.0616438356164383,882.3986197377502
Dominican Republic,2021-10-14,2021-10-16,Delta.ORF1a3059F,2022-06-14,2,True,0.0110467946984041,398.59838274932616,4.4032345013477086,784.4999999999995
Indonesia,2021-10-24,2021-10-24,Delta.ORF1a3059F,2022-06-24,0,True,0.0337746128024426,214.6084425773144,7.248317052184036,882.3986197377502
Ukraine,2021-10-25,2021-10-25,Delta.ORF1a3059F,2022-06-25,0,True,0.0234635678900738,2064.9652728561305,48.45145287030475,882.3986197377502
Costa Rica,2021-10-25,2021-10-25,Delta.ORF1a3059F,2022-06-25,0,True,0.0125330916335376,137.03025086079683,1.7174126906050171,882.3986197377502
Liechtenstein,2021-11-06,2021-11-06,Delta.ORF1a3059F,2022-07-07,0,True,0.016362660944206,7.0606060606060606,0.115530303030303,882.3986197377502
Mexico,2020-10-13,2021-11-01,20B.S.732A,2021-06-13,384,False,0.0757417962913009,261809.2547632821,19829.903241457818,7532.549649039431
USA,2020-11-05,2021-09-17,20B.S.732A,2021-07-06,316,False,0.0159280564548797,113309.33358283732,1804.7974621722317,82111.78312397018
Argentina,2020-11-08,2021-05-19,20B.S.732A,2021-07-09,192,True,0.0211848755262139,7201.028642709783,152.55289545650817,9769.599966281185
Switzerland,2020-11-29,2021-05-15,20B.S.732A,2021-07-30,167,True,0.0156568703919,379.7033523903986,5.944966175746421,1879.9531486477583
Canada,2020-12-01,2021-06-21,20B.S.732A,2021-08-01,202,True,0.0187777359803369,49318.56173364089,926.0909311642588,82809.86059428891
Japan,2020-12-06,2021-07-02,20B.S.732A,2021-08-06,208,True,0.0184681588620267,4.742460657238182,0.0875845168147863,3072.6353620064133
UK,2020-12-12,2021-04-17,20B.S.732A,2021-08-12,126,True,0.0289713542406289,276.5250706723375,8.011305778863237,280664.42741141736
Belize,2020-12-27,2021-03-09,20B.S.732A,2021-08-27,72,True,0.0255974078574321,70.94827586206897,1.8160919540229885,23.52276934468715
Kosovo,2020-12-27,2020-12-27,20B.S.732A,2021-08-27,0,True,0.0258593441327538,20.619144602851325,0.5331975560081467,882.3986197377502
Denmark,2020-12-28,2021-05-24,20B.S.732A,2021-08-28,147,True,0.0091226616364819,200.5399324660544,1.82945794849075,1991.820624349868
Costa Rica,2021-01-01,2021-04-14,20B.S.732A,2021-09-01,103,True,0.0135082962417292,277.10649286768324,3.7432365961633054,457.9628667449058
Chile,2021-01-03,2021-04-08,20B.S.732A,2021-09-03,95,True,0.0228095541583037,138.00333808416474,3.14779461405746,4317.382311448725
Luxembourg,2021-01-07,2021-05-14,20B.S.732A,2021-09-07,127,True,0.0116943791532456,3.1581793187719565,0.0369329463876584,179.7075741622414
United Arab Emirates,2021-01-08,2021-01-08,20B.S.732A,2021-09-08,0,True,0.0031018584448874,77.5643769416638,0.2405937176389368,882.3986197377502
Sweden,2021-01-09,2021-02-18,20B.S.732A,2021-09-09,40,True,0.0200917990118369,3.2413004033821378,0.0651235562417398,3198.761672473869
France,2021-01-09,2021-05-20,20B.S.732A,2021-09-09,131,True,0.0181437257652547,6834.926109803599,124.01102496205569,314044.7416633187
Venezuela,2021-01-09,2021-01-09,20B.S.732A,2021-09-09,0,True,0.009133009675309,624.5806451612904,5.704301075268817,882.3986197377502
Israel,2021-01-10,2021-01-20,20B.S.732A,2021-09-10,10,True,0.0072606721982766,37.85819006607278,0.2748759080898064,8203.090909090912
Brazil,2021-01-11,2021-02-10,20B.S.732A,2021-09-11,30,True,0.0243106354027241,115.23597741728858,2.801459832268252,50310.88709677417
Spain,2021-01-15,2021-05-27,20B.S.732A,2021-09-15,132,True,0.0218083979584928,902.1849382295736,19.675208165068835,8241.098524805908
Germany,2021-01-20,2021-05-26,20B.S.732A,2021-09-20,126,True,0.0239939149554302,689.8780927959747,16.552876288161013,13346.804456083615
Netherlands,2021-01-21,2021-03-05,20B.S.732A,2021-09-21,43,True,0.014054049273196,784.4324392926643,11.024452153312463,19971.293868921774
Finland,2021-01-25,2021-04-03,20B.S.732A,2021-09-25,68,True,0.0111656596173212,8.35924552126904,0.0933364901481072,557.4198757763974
New Zealand,2021-01-28,2021-01-28,20B.S.732A,2021-09-28,0,True,0.0108459869848156,0.4646709001108759,0.0050398145348251,0.0
Italy,2021-02-11,2021-06-09,20B.S.732A,2021-10-12,118,True,0.0299134690487258,79.71464579963131,2.384541589857417,14581.015318330728
South Korea,2021-02-13,2021-02-16,20B.S.732A,2021-10-14,3,True,0.0181056200409672,4.000847776940467,0.0724378296910324,471.9
Poland,2021-02-20,2021-02-20,20B.S.732A,2021-10-21,0,True,0.0257867890891062,12.687107835133308,0.3271597738953294,882.3986197377502
Lithuania,2021-03-18,2021-03-21,20B.S.732A,2021-11-16,3,True,0.0166307036471764,6.828639571353895,0.1135650810245687,522.8
Guatemala,2021-03-19,2021-07-01,20B.S.732A,2021-11-17,104,True,0.0313117751435376,1425.1826923076924,44.625,1050.4139643375493
Colombia,2021-03-29,2021-03-29,20B.S.732A,2021-11-27,0,True,0.026395327768802,88.49066874027994,2.3357402058801746,882.3986197377502
Honduras,2021-03-30,2021-03-30,20B.S.732A,2021-11-28,0,True,0.0243960660746681,952.0909090909092,23.227272727272727,882.3986197377502
Philippines,2021-04-02,2021-04-11,20B.S.732A,2021-12-01,9,True,0.0172800936096606,94.3684532122905,1.6306957053072626,9898.933333333332
Australia,2021-04-06,2021-05-01,20B.S.732A,2021-12-05,25,True,0.0305123390557939,14.95984032269863,0.4564597201467192,153.15692307692302
Iceland,2021-04-20,2021-04-20,20B.S.732A,2021-12-19,0,True,0.0045669291338582,0.2777656270504352,0.001268535934561,882.3986197377502
El Salvador,2021-04-29,2021-07-23,20B.S.732A,2021-12-28,85,True,0.0299677651698527,739.6593886462882,22.16593886462882,176.9714609179679
Slovenia,2021-05-25,2021-05-25,20B.S.732A,2022-01-23,0,True,0.0172869280993899,2.3251983028961445,0.0401955358789891,882.3986197377502
Belgium,2021-06-02,2021-06-02,20B.S.732A,2022-01-31,0,True,0.0234493944758475,4.115830384324149,0.0965137302776962,882.3986197377502
Croatia,2021-07-15,2021-07-19,20B.S.732A,2022-03-15,4,True,0.02278679140407,16.70537962257178,0.3806620007853463,103.6
Canada,2020-03-10,2021-11-23,ORF1a.S3675,2020-11-08,623,False,0.0166815927562712,2721881.873012019,45405.324936263205,53328.77570109893
Germany,2020-03-15,2021-11-27,ORF1a.S3675,2020-11-13,622,False,0.017627042158923,590788.0720402536,10413.84625284242,9136.09641031861
UK,2020-03-26,2021-11-23,ORF1a.S3675,2020-11-24,607,False,0.0144788421973542,8281227.901506166,119902.59198623488,219421.07745651895
United Arab Emirates,2020-04-20,2021-05-02,ORF1a.S3675,2020-12-19,377,False,0.0030412661441976,78469.80669658267,238.6475664480497,1343.1497806674774
USA,2020-05-02,2021-11-19,ORF1a.S3675,2020-12-31,566,False,0.0161114652706245,3196304.904157798,51497.155457665445,89592.74273964691
Spain,2020-05-12,2021-11-28,ORF1a.S3675,2021-01-10,565,False,0.0171418425838801,500310.0475692042,8576.236078564883,10473.30802714282
Colombia,2020-06-03,2021-10-16,ORF1a.S3675,2021-02-01,500,False,0.0254666799726036,220925.68814337556,5626.243797674591,11239.912141613191
India,2020-06-10,2021-11-03,ORF1a.S3675,2021-02-08,511,False,0.0133927235564788,614163.5522964379,8225.322674371242,77276.65248353829
Djibouti,2020-06-15,2021-05-20,ORF1a.S3675,2021-02-13,339,False,0.0132346538963865,1815.232209737828,24.023970037453186,14.683167063830702
South Africa,2020-06-15,2021-11-25,ORF1a.S3675,2021-02-13,528,False,0.0304050804403048,279770.34165517805,8506.439742837254,5593.154870187771
Seychelles,2020-06-25,2021-06-08,ORF1a.S3675,2021-02-23,348,False,0.0033691641264238,297.55527638190955,1.0025125628140703,25.154946857312243
Bangladesh,2020-07-01,2021-07-13,ORF1a.S3675,2021-03-01,377,False,0.0160835788398088,80735.93428184281,1298.5227642276425,1854.5677325737367
Madagascar,2020-07-13,2021-04-26,ORF1a.S3675,2021-03-13,287,False,0.0167845748370092,6311.2754716981135,105.93207547169813,52.68205574912892
Australia,2020-07-29,2021-11-28,ORF1a.S3675,2021-03-29,487,False,0.0095486733703422,13060.669683257918,124.71206880336076,1803.130944535805
Indonesia,2020-08-06,2021-07-19,ORF1a.S3675,2021-04-06,347,False,0.0257303811853628,67204.04150427696,1729.1856051019893,6834.709250347452
